인구이동연,인구이동월,인구이동구,구별이동 ,구인구,비율
2017,12,동작구,-988,"408,493",-0.24%
2017,12,관악구,-760,"520,929",-0.15%
2017,12,서초구,-762,"445,401",-0.17%
2017,12,강남구,"-1,657","561,052",-0.30%
2017,12,송파구,574,"671,173",0.09%
2017,12,강동구,"-1,690","440,359",-0.38%
2018,1,종로구,-138,"163,026",-0.08%
2018,1,중구,66,"135,633",0.05%
2018,1,용산구,347,"245,090",0.14%
2018,1,성동구,85,"316,463",0.03%
2018,1,광진구,11,"371,063",0.00%
2018,1,동대문구,-526,"364,338",-0.14%
2018,1,중랑구,-546,"408,147",-0.13%
2018,1,성북구,-740,"447,687",-0.17%
2018,1,강북구,-141,"322,915",-0.04%
2018,1,도봉구,-280,"341,649",-0.08%
2018,1,노원구,"-1,179","548,160",-0.22%
2018,1,은평구,-270,"487,666",-0.06%
2018,1,서대문구,-133,"323,080",-0.04%
2018,1,마포구,-224,"386,359",-0.06%
2018,1,양천구,-539,"468,145",-0.12%
2018,1,강서구,-70,"603,611",-0.01%
2018,1,구로구,"-1,013","438,486",-0.23%
2018,1,금천구,-167,"254,021",-0.07%
2018,1,영등포구,199,"403,600",0.05%
2018,1,동작구,-760,"409,385",-0.19%
2018,1,관악구,303,"520,040",0.06%
2018,1,서초구,-166,"438,163",-0.04%
2018,1,강남구,-721,"547,453",-0.13%
2018,1,송파구,378,"673,507",0.06%
2018,1,강동구,-931,"431,920",-0.22%
2018,2,종로구,-74,"163,026",-0.05%
2018,2,중구,172,"135,633",0.13%
2018,2,용산구,242,"245,090",0.10%
2018,2,성동구,199,"316,463",0.06%
2018,2,광진구,-150,"371,063",-0.04%
2018,2,동대문구,-183,"364,338",-0.05%
2018,2,중랑구,-607,"408,147",-0.15%
2018,2,성북구,-463,"447,687",-0.10%
2018,2,강북구,-249,"322,915",-0.08%
2018,2,도봉구,-438,"341,649",-0.13%
2018,2,노원구,"-1,222","548,160",-0.22%
2018,2,은평구,-311,"487,666",-0.06%
2018,2,서대문구,24,"323,080",0.01%
2018,2,마포구,-57,"386,359",-0.01%
2018,2,양천구,-444,"468,145",-0.09%
2018,2,강서구,-52,"603,611",-0.01%
2018,2,구로구,"-1,288","438,486",-0.29%
2018,2,금천구,-436,"254,021",-0.17%
2018,2,영등포구,-6,"403,600",0.00%
2018,2,동작구,-691,"409,385",-0.17%
2018,2,관악구,129,"520,040",0.02%
2018,2,서초구,179,"438,163",0.04%
2018,2,강남구,-867,"547,453",-0.16%
2018,2,송파구,42,"673,507",0.01%
2018,2,강동구,-683,"431,920",-0.16%
2018,3,종로구,64,"163,026",0.04%
2018,3,중구,117,"135,633",0.09%
2018,3,용산구,115,"245,090",0.05%
2018,3,성동구,"1,242","316,463",0.39%
2018,3,광진구,-625,"371,063",-0.17%
2018,3,동대문구,-584,"364,338",-0.16%
2018,3,중랑구,-293,"408,147",-0.07%
2018,3,성북구,-613,"447,687",-0.14%
2018,3,강북구,-105,"322,915",-0.03%
2018,3,도봉구,-529,"341,649",-0.15%
2018,3,노원구,-165,"548,160",-0.03%
2018,3,은평구,-377,"487,666",-0.08%
2018,3,서대문구,-368,"323,080",-0.11%
2018,3,마포구,-127,"386,359",-0.03%
2018,3,양천구,"-1,118","468,145",-0.24%
2018,3,강서구,-358,"603,611",-0.06%
2018,3,구로구,-329,"438,486",-0.08%
2018,3,금천구,-451,"254,021",-0.18%
2018,3,영등포구,-,"403,600",#VALUE!
2018,3,동작구,-647,"409,385",-0.16%
2018,3,관악구,584,"520,040",0.11%
2018,3,서초구,-530,"438,163",-0.12%
2018,3,강남구,"-1,913","547,453",-0.35%
2018,3,송파구,-177,"673,507",-0.03%
2018,3,강동구,-791,"431,920",-0.18%
2018,4,종로구,-243,"163,026",-0.15%
2018,4,중구,-100,"135,633",-0.07%
2018,4,용산구,-10,"245,090",0.00%
2018,4,성동구,839,"316,463",0.27%
2018,4,광진구,-461,"371,063",-0.12%
2018,4,동대문구,-426,"364,338",-0.12%
2018,4,중랑구,-417,"408,147",-0.10%
2018,4,성북구,-609,"447,687",-0.14%
2018,4,강북구,-473,"322,915",-0.15%
2018,4,도봉구,-354,"341,649",-0.10%
2018,4,노원구,-936,"548,160",-0.17%
2018,4,은평구,-342,"487,666",-0.07%
2018,4,서대문구,-440,"323,080",-0.14%
2018,4,마포구,-174,"386,359",-0.05%
2018,4,양천구,-729,"468,145",-0.16%
2018,4,강서구,-514,"603,611",-0.09%
2018,4,구로구,-611,"438,486",-0.14%
2018,4,금천구,-476,"254,021",-0.19%
2018,4,영등포구,-78,"403,600",-0.02%
2018,4,동작구,-208,"409,385",-0.05%
2018,4,관악구,-65,"520,040",-0.01%
2018,4,서초구,-511,"438,163",-0.12%
2018,4,강남구,"-1,944","547,453",-0.36%
2018,4,송파구,-201,"673,507",-0.03%
2018,4,강동구,-584,"431,920",-0.14%
2018,5,종로구,-204,"163,026",-0.13%
2018,5,중구,143,"135,633",0.11%
2018,5,용산구,-89,"245,090",-0.04%
2018,5,성동구,57,"316,463",0.02%
2018,5,광진구,-608,"371,063",-0.16%
2018,5,동대문구,-469,"364,338",-0.13%
2018,5,중랑구,-429,"408,147",-0.11%
2018,5,성북구,-716,"447,687",-0.16%
2018,5,강북구,-521,"322,915",-0.16%
2018,5,도봉구,-308,"341,649",-0.09%
2018,5,노원구,-850,"548,160",-0.16%
2018,5,은평구,-517,"487,666",-0.11%
2018,5,서대문구,-381,"323,080",-0.12%
2018,5,마포구,-105,"386,359",-0.03%
2018,5,양천구,-913,"468,145",-0.20%
2018,5,강서구,-711,"603,611",-0.12%
2018,5,구로구,-452,"438,486",-0.10%
2018,5,금천구,-244,"254,021",-0.10%
2018,5,영등포구,-79,"403,600",-0.02%
2018,5,동작구,232,"409,385",0.06%
2018,5,관악구,-491,"520,040",-0.09%
2018,5,서초구,-524,"438,163",-0.12%
2018,5,강남구,"-2,555","547,453",-0.47%
2018,5,송파구,29,"673,507",0.00%
2018,5,강동구,-593,"431,920",-0.14%
2018,6,종로구,-319,"163,026",-0.20%
2018,6,중구,-122,"135,633",-0.09%
2018,6,용산구,-241,"245,090",-0.10%
2018,6,성동구,358,"316,463",0.11%
2018,6,광진구,-524,"371,063",-0.14%
2018,6,동대문구,441,"364,338",0.12%
2018,6,중랑구,-590,"408,147",-0.14%
2018,6,성북구,-717,"447,687",-0.16%
2018,6,강북구,-407,"322,915",-0.13%
2018,6,도봉구,-301,"341,649",-0.09%
2018,6,노원구,-827,"548,160",-0.15%
2018,6,은평구,-489,"487,666",-0.10%
2018,6,서대문구,-258,"323,080",-0.08%
2018,6,마포구,-31,"386,359",-0.01%
2018,6,양천구,-653,"468,145",-0.14%
2018,6,강서구,-684,"603,611",-0.11%
2018,6,구로구,-364,"438,486",-0.08%
2018,6,금천구,-353,"254,021",-0.14%
2018,6,영등포구,-351,"403,600",-0.09%
2018,6,동작구,135,"409,385",0.03%
2018,6,관악구,-40,"520,040",-0.01%
2018,6,서초구,-495,"438,163",-0.11%
2018,6,강남구,"-1,916","547,453",-0.35%
2018,6,송파구,589,"673,507",0.09%
2018,6,강동구,-363,"431,920",-0.08%
2018,7,종로구,-244,"163,026",-0.15%
2018,7,중구,-113,"135,633",-0.08%
2018,7,용산구,-194,"245,090",-0.08%
2018,7,성동구,311,"316,463",0.10%
2018,7,광진구,-512,"371,063",-0.14%
2018,7,동대문구,968,"364,338",0.27%
2018,7,중랑구,-469,"408,147",-0.11%
2018,7,성북구,-992,"447,687",-0.22%
2018,7,강북구,-588,"322,915",-0.18%
2018,7,도봉구,-301,"341,649",-0.09%
2018,7,노원구,-986,"548,160",-0.18%
2018,7,은평구,-703,"487,666",-0.14%
2018,7,서대문구,-506,"323,080",-0.16%
2018,7,마포구,-219,"386,359",-0.06%
2018,7,양천구,-517,"468,145",-0.11%
2018,7,강서구,-866,"603,611",-0.14%
2018,7,구로구,-480,"438,486",-0.11%
2018,7,금천구,-135,"254,021",-0.05%
2018,7,영등포구,-365,"403,600",-0.09%
2018,7,동작구,261,"409,385",0.06%
2018,7,관악구,-242,"520,040",-0.05%
2018,7,서초구,-977,"438,163",-0.22%
2018,7,강남구,"-1,270","547,453",-0.23%
2018,7,송파구,422,"673,507",0.06%
2018,7,강동구,-684,"431,920",-0.16%
2018,8,종로구,-119,"163,026",-0.07%
2018,8,중구,-132,"135,633",-0.10%
2018,8,용산구,-122,"245,090",-0.05%
2018,8,성동구,425,"316,463",0.13%
2018,8,광진구,-333,"371,063",-0.09%
2018,8,동대문구,691,"364,338",0.19%
2018,8,중랑구,-502,"408,147",-0.12%
2018,8,성북구,-696,"447,687",-0.16%
2018,8,강북구,-748,"322,915",-0.23%
2018,8,도봉구,-352,"341,649",-0.10%
2018,8,노원구,-856,"548,160",-0.16%
2018,8,은평구,-316,"487,666",-0.06%
2018,8,서대문구,-243,"323,080",-0.08%
2018,8,마포구,-413,"386,359",-0.11%
2018,8,양천구,-515,"468,145",-0.11%
2018,8,강서구,-904,"603,611",-0.15%
2018,8,구로구,-550,"438,486",-0.13%
2018,8,금천구,-396,"254,021",-0.16%
2018,8,영등포구,-219,"403,600",-0.05%
2018,8,동작구,271,"409,385",0.07%
2018,8,관악구,-105,"520,040",-0.02%
2018,8,서초구,-928,"438,163",-0.21%
2018,8,강남구,-847,"547,453",-0.15%
2018,8,송파구,-175,"673,507",-0.03%
2018,8,강동구,-884,"431,920",-0.20%
2018,9,종로구,9,"163,026",0.01%
2018,9,중구,-13,"135,633",-0.01%
2018,9,용산구,-94,"245,090",-0.04%
2018,9,성동구,127,"316,463",0.04%
2018,9,광진구,-161,"371,063",-0.04%
2018,9,동대문구,-75,"364,338",-0.02%
2018,9,중랑구,-420,"408,147",-0.10%
2018,9,성북구,-583,"447,687",-0.13%
2018,9,강북구,-359,"322,915",-0.11%
2018,9,도봉구,-400,"341,649",-0.12%
2018,9,노원구,-639,"548,160",-0.12%
2018,9,은평구,-436,"487,666",-0.09%
2018,9,서대문구,-78,"323,080",-0.02%
2018,9,마포구,-213,"386,359",-0.06%
2018,9,양천구,-223,"468,145",-0.05%
2018,9,강서구,-539,"603,611",-0.09%
2018,9,구로구,-439,"438,486",-0.10%
2018,9,금천구,-85,"254,021",-0.03%
2018,9,영등포구,-176,"403,600",-0.04%
2018,9,동작구,-55,"409,385",-0.01%
2018,9,관악구,45,"520,040",0.01%
2018,9,서초구,-988,"438,163",-0.23%
2018,9,강남구,-961,"547,453",-0.18%
2018,9,송파구,-483,"673,507",-0.07%
2018,9,강동구,-722,"431,920",-0.17%
2018,10,종로구,-110,"163,026",-0.07%
2018,10,중구,-47,"135,633",-0.03%
2018,10,용산구,-47,"245,090",-0.02%
2018,10,성동구,-195,"316,463",-0.06%
2018,10,광진구,26,"371,063",0.01%
2018,10,동대문구,-442,"364,338",-0.12%
2018,10,중랑구,-435,"408,147",-0.11%
2018,10,성북구,-834,"447,687",-0.19%
2018,10,강북구,-435,"322,915",-0.13%
2018,10,도봉구,-532,"341,649",-0.16%
2018,10,노원구,-840,"548,160",-0.15%
2018,10,은평구,12,"487,666",0.00%
2018,10,서대문구,-531,"323,080",-0.16%
2018,10,마포구,398,"386,359",0.10%
2018,10,양천구,-651,"468,145",-0.14%
2018,10,강서구,-749,"603,611",-0.12%
2018,10,구로구,-636,"438,486",-0.15%
2018,10,금천구,-156,"254,021",-0.06%
2018,10,영등포구,-422,"403,600",-0.10%
2018,10,동작구,-363,"409,385",-0.09%
2018,10,관악구,-500,"520,040",-0.10%
2018,10,서초구,"-1,302","438,163",-0.30%
2018,10,강남구,-484,"547,453",-0.09%
2018,10,송파구,-339,"673,507",-0.05%
2018,10,강동구,"-1,093","431,920",-0.25%
2018,11,종로구,-132,"163,026",-0.08%
2018,11,중구,-60,"135,633",-0.04%
2018,11,용산구,-35,"245,090",-0.01%
2018,11,성동구,-471,"316,463",-0.15%
2018,11,광진구,361,"371,063",0.10%
2018,11,동대문구,-890,"364,338",-0.24%
2018,11,중랑구,-386,"408,147",-0.09%
2018,11,성북구,-702,"447,687",-0.16%
2018,11,강북구,-529,"322,915",-0.16%
2018,11,도봉구,-534,"341,649",-0.16%
2018,11,노원구,"-1,150","548,160",-0.21%
2018,11,은평구,-39,"487,666",-0.01%
2018,11,서대문구,170,"323,080",0.05%
2018,11,마포구,314,"386,359",0.08%
2018,11,양천구,-751,"468,145",-0.16%
2018,11,강서구,-553,"603,611",-0.09%
2018,11,구로구,-672,"438,486",-0.15%
2018,11,금천구,966,"254,021",0.38%
2018,11,영등포구,-477,"403,600",-0.12%
2018,11,동작구,-34,"409,385",-0.01%
2018,11,관악구,"-1,106","520,040",-0.21%
2018,11,서초구,"-1,525","438,163",-0.35%
2018,11,강남구,"-1,285","547,453",-0.23%
2018,11,송파구,-532,"673,507",-0.08%
2018,11,강동구,"-1,283","431,920",-0.30%
2018,12,종로구,-101,"163,026",-0.06%
2018,12,중구,-13,"135,633",-0.01%
2018,12,용산구,-334,"245,090",-0.14%
2018,12,성동구,-631,"316,463",-0.20%
2018,12,광진구,-70,"371,063",-0.02%
2018,12,동대문구,"-1,211","364,338",-0.33%
2018,12,중랑구,-354,"408,147",-0.09%
2018,12,성북구,-665,"447,687",-0.15%
2018,12,강북구,-304,"322,915",-0.09%
2018,12,도봉구,-366,"341,649",-0.11%
2018,12,노원구,"-1,231","548,160",-0.22%
2018,12,은평구,-242,"487,666",-0.05%
2018,12,서대문구,121,"323,080",0.04%
2018,12,마포구,7,"386,359",0.00%
2018,12,양천구,-782,"468,145",-0.17%
2018,12,강서구,-582,"603,611",-0.10%
2018,12,구로구,-601,"438,486",-0.14%
2018,12,금천구,219,"254,021",0.09%
2018,12,영등포구,-272,"403,600",-0.07%
2018,12,동작구,853,"409,385",0.21%
2018,12,관악구,-586,"520,040",-0.11%
2018,12,서초구,"-1,064","438,163",-0.24%
2018,12,강남구,-428,"547,453",-0.08%
2018,12,송파구,21,"673,507",0.00%
2018,12,강동구,-988,"431,920",-0.23%
2019,1,종로구,-229,"162,452",-0.14%
2019,1,중구,125,"135,485",0.09%
2019,1,용산구,154,"243,899",0.06%
2019,1,성동구,-576,"319,686",-0.18%
2019,1,광진구,-203,"369,502",-0.05%
2019,1,동대문구,-625,"361,403",-0.17%
2019,1,중랑구,-227,"404,418",-0.06%
2019,1,성북구,-591,"440,885",-0.13%
2019,1,강북구,-340,"319,153",-0.11%
2019,1,도봉구,-555,"338,221",-0.16%
2019,1,노원구,"-1,026","539,075",-0.19%
2019,1,은평구,343,"483,848",0.07%
2019,1,서대문구,549,"323,637",0.17%
2019,1,마포구,149,"384,027",0.04%
2019,1,양천구,-642,"462,668",-0.14%
2019,1,강서구,-137,"606,638",-0.02%
2019,1,구로구,-508,"433,945",-0.12%
2019,1,금천구,212,"253,029",0.08%
2019,1,영등포구,169,"399,260",0.04%
2019,1,동작구,"1,185","406,953",0.29%
2019,1,관악구,75,"517,102",0.01%
2019,1,서초구,-427,"434,222",-0.10%
2019,1,강남구,-302,"538,807",-0.06%
2019,1,송파구,"4,069","673,936",0.60%
2019,1,강동구,-736,"420,381",-0.18%
2019,2,종로구,31,"162,452",0.02%
2019,2,중구,112,"135,485",0.08%
2019,2,용산구,84,"243,899",0.03%
2019,2,성동구,-719,"319,686",-0.22%
2019,2,광진구,-96,"369,502",-0.03%
2019,2,동대문구,20,"361,403",0.01%
2019,2,중랑구,-426,"404,418",-0.11%
2019,2,성북구,481,"440,885",0.11%
2019,2,강북구,-436,"319,153",-0.14%
2019,2,도봉구,-444,"338,221",-0.13%
2019,2,노원구,-964,"539,075",-0.18%
2019,2,은평구,513,"483,848",0.11%
2019,2,서대문구,894,"323,637",0.28%
2019,2,마포구,5,"384,027",0.00%
2019,2,양천구,-557,"462,668",-0.12%
2019,2,강서구,-405,"606,638",-0.07%
2019,2,구로구,-460,"433,945",-0.11%
2019,2,금천구,-16,"253,029",-0.01%
2019,2,영등포구,255,"399,260",0.06%
2019,2,동작구,"1,202","406,953",0.30%
2019,2,관악구,420,"517,102",0.08%
2019,2,서초구,-143,"434,222",-0.03%
2019,2,강남구,76,"538,807",0.01%
2019,2,송파구,"4,358","673,936",0.65%
2019,2,강동구,-751,"420,381",-0.18%
2019,3,종로구,-79,"162,452",-0.05%
2019,3,중구,-57,"135,485",-0.04%
2019,3,용산구,-146,"243,899",-0.06%
2019,3,성동구,-728,"319,686",-0.23%
2019,3,광진구,-592,"369,502",-0.16%
2019,3,동대문구,-718,"361,403",-0.20%
2019,3,중랑구,-476,"404,418",-0.12%
2019,3,성북구,"2,488","440,885",0.56%
2019,3,강북구,-877,"319,153",-0.27%
2019,3,도봉구,-545,"338,221",-0.16%
2019,3,노원구,-638,"539,075",-0.12%
2019,3,은평구,177,"483,848",0.04%
2019,3,서대문구,37,"323,637",0.01%
2019,3,마포구,-338,"384,027",-0.09%
2019,3,양천구,-577,"462,668",-0.12%
2019,3,강서구,-414,"606,638",-0.07%
2019,3,구로구,969,"433,945",0.22%
2019,3,금천구,-176,"253,029",-0.07%
2019,3,영등포구,254,"399,260",0.06%
2019,3,동작구,166,"406,953",0.04%
2019,3,관악구,160,"517,102",0.03%
2019,3,서초구,-890,"434,222",-0.20%
2019,3,강남구,-556,"538,807",-0.10%
2019,3,송파구,"2,881","673,936",0.43%
2019,3,강동구,-975,"420,381",-0.23%
2019,4,종로구,-273,"162,452",-0.17%
2019,4,중구,-38,"135,485",-0.03%
2019,4,용산구,-260,"243,899",-0.11%
2019,4,성동구,-688,"319,686",-0.22%
2019,4,광진구,-588,"369,502",-0.16%
2019,4,동대문구,-457,"361,403",-0.13%
2019,4,중랑구,-694,"404,418",-0.17%
2019,4,성북구,"1,469","440,885",0.33%
2019,4,강북구,-733,"319,153",-0.23%
2019,4,도봉구,-475,"338,221",-0.14%
2019,4,노원구,"-1,261","539,075",-0.23%
2019,4,은평구,-21,"483,848",0.00%
2019,4,서대문구,-199,"323,637",-0.06%
2019,4,마포구,-379,"384,027",-0.10%
2019,4,양천구,-539,"462,668",-0.12%
2019,4,강서구,-247,"606,638",-0.04%
2019,4,구로구,712,"433,945",0.16%
2019,4,금천구,167,"253,029",0.07%
2019,4,영등포구,-11,"399,260",0.00%
2019,4,동작구,157,"406,953",0.04%
2019,4,관악구,-409,"517,102",-0.08%
2019,4,서초구,-558,"434,222",-0.13%
2019,4,강남구,146,"538,807",0.03%
2019,4,송파구,"1,049","673,936",0.16%
2019,4,강동구,-608,"420,381",-0.14%
2019,5,종로구,-252,"162,452",-0.16%
2019,5,중구,-139,"135,485",-0.10%
2019,5,용산구,-63,"243,899",-0.03%
2019,5,성동구,-452,"319,686",-0.14%
2019,5,광진구,-241,"369,502",-0.07%
2019,5,동대문구,-45,"361,403",-0.01%
2019,5,중랑구,-663,"404,418",-0.16%
2019,5,성북구,309,"440,885",0.07%
2019,5,강북구,-502,"319,153",-0.16%
2019,5,도봉구,-214,"338,221",-0.06%
2019,5,노원구,-764,"539,075",-0.14%
2019,5,은평구,-325,"483,848",-0.07%
2019,5,서대문구,-303,"323,637",-0.09%
2019,5,마포구,-196,"384,027",-0.05%
2019,5,양천구,-669,"462,668",-0.14%
2019,5,강서구,-276,"606,638",-0.05%
2019,5,구로구,-295,"433,945",-0.07%
2019,5,금천구,-51,"253,029",-0.02%
2019,5,영등포구,59,"399,260",0.01%
2019,5,동작구,-118,"406,953",-0.03%
2019,5,관악구,19,"517,102",0.00%
2019,5,서초구,-673,"434,222",-0.15%
2019,5,강남구,104,"538,807",0.02%
2019,5,송파구,-201,"673,936",-0.03%
2019,5,강동구,-377,"420,381",-0.09%
2019,6,종로구,-198,"162,452",-0.12%
2019,6,중구,319,"135,485",0.24%
2019,6,용산구,184,"243,899",0.08%
2019,6,성동구,-569,"319,686",-0.18%
2019,6,광진구,-314,"369,502",-0.08%
2019,6,동대문구,161,"361,403",0.04%
2019,6,중랑구,-309,"404,418",-0.08%
2019,6,성북구,301,"440,885",0.07%
2019,6,강북구,-407,"319,153",-0.13%
2019,6,도봉구,-367,"338,221",-0.11%
2019,6,노원구,-792,"539,075",-0.15%
2019,6,은평구,-294,"483,848",-0.06%
2019,6,서대문구,-121,"323,637",-0.04%
2019,6,마포구,-345,"384,027",-0.09%
2019,6,양천구,-488,"462,668",-0.11%
2019,6,강서구,-625,"606,638",-0.10%
2019,6,구로구,-34,"433,945",-0.01%
2019,6,금천구,-65,"253,029",-0.03%
2019,6,영등포구,-187,"399,260",-0.05%
2019,6,동작구,-228,"406,953",-0.06%
2019,6,관악구,-290,"517,102",-0.06%
2019,6,서초구,-474,"434,222",-0.11%
2019,6,강남구,72,"538,807",0.01%
2019,6,송파구,-798,"673,936",-0.12%
2019,6,강동구,-237,"420,381",-0.06%
2019,7,종로구,-162,"162,452",-0.10%
2019,7,중구,240,"135,485",0.18%
2019,7,용산구,7,"243,899",0.00%
2019,7,성동구,-722,"319,686",-0.23%
2019,7,광진구,-744,"369,502",-0.20%
2019,7,동대문구,-7,"361,403",0.00%
2019,7,중랑구,-825,"404,418",-0.20%
2019,7,성북구,719,"440,885",0.16%
2019,7,강북구,-537,"319,153",-0.17%
2019,7,도봉구,-394,"338,221",-0.12%
2019,7,노원구,"-1,195","539,075",-0.22%
2019,7,은평구,-659,"483,848",-0.14%
2019,7,서대문구,-414,"323,637",-0.13%
2019,7,마포구,-714,"384,027",-0.19%
2019,7,양천구,-376,"462,668",-0.08%
2019,7,강서구,-661,"606,638",-0.11%
2019,7,구로구,238,"433,945",0.05%
2019,7,금천구,-282,"253,029",-0.11%
2019,7,영등포구,-207,"399,260",-0.05%
2019,7,동작구,-524,"406,953",-0.13%
2019,7,관악구,83,"517,102",0.02%
2019,7,서초구,-89,"434,222",-0.02%
2019,7,강남구,-4,"538,807",0.00%
2019,7,송파구,-945,"673,936",-0.14%
2019,7,강동구,"1,097","420,381",0.26%
2019,8,종로구,-73,"162,452",-0.04%
2019,8,중구,-13,"135,485",-0.01%
2019,8,용산구,-42,"243,899",-0.02%
2019,8,성동구,-661,"319,686",-0.21%
2019,8,광진구,-267,"369,502",-0.07%
2019,8,동대문구,108,"361,403",0.03%
2019,8,중랑구,-671,"404,418",-0.17%
2019,8,성북구,339,"440,885",0.08%
2019,8,강북구,-421,"319,153",-0.13%
2019,8,도봉구,-456,"338,221",-0.13%
2019,8,노원구,"-1,240","539,075",-0.23%
2019,8,은평구,"-1,247","483,848",-0.26%
2019,8,서대문구,-318,"323,637",-0.10%
2019,8,마포구,-607,"384,027",-0.16%
2019,8,양천구,-352,"462,668",-0.08%
2019,8,강서구,-851,"606,638",-0.14%
2019,8,구로구,516,"433,945",0.12%
2019,8,금천구,-293,"253,029",-0.12%
2019,8,영등포구,-426,"399,260",-0.11%
2019,8,동작구,-539,"406,953",-0.13%
2019,8,관악구,159,"517,102",0.03%
2019,8,서초구,-141,"434,222",-0.03%
2019,8,강남구,591,"538,807",0.11%
2019,8,송파구,"-1,028","673,936",-0.15%
2019,8,강동구,523,"420,381",0.12%